id,make,model,year,engine,horsepower,torque,acceleration,price,url
111,Ford,GT,2022,3.5,660,550,2.8,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
112,Nissan,370Z,2021,3.7,332,270,4.7,"31,015",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
113,Aston Martin,DBS Superleggera,2021,5.2,715,664,3.4,"304,995",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/AstonMartinDB-S-1969-avant.jpg/640px-AstonMartinDB-S-1969-avant.jpg
114,Bugatti,Chiron,2021,8,1500,1180,2.4,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
115,Lotus,Evora GT,2021,3.5,416,317,3.8,"105,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
116,McLaren,570S,2021,3.8,562,443,3.2,"192,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
117,Porsche,Panamera Turbo S E-Hybrid,2021,4,690,642,3.2,"190,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
118,Lamborghini,Urus,2021,4,641,627,3.6,"222,000",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
119,Ferrari,Roma,2021,3.9,611,561,3.3,"222,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/2021_Ferrari_Roma_in_Rosso_Fiorano%2C_front_right.jpg/640px-2021_Ferrari_Roma_in_Rosso_Fiorano%2C_front_right.jpg
120,Audi,RS7,2021,4,591,590,3.5,"115,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
121,BMW,M2,2022,3,405,406,4.2,"59,000",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
122,Porsche,Cayman GT4,2022,4,414,309,4.2,"102,100",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
123,Lamborghini,Aventador,2021,6.5,730,509,2.9,"417,826",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
124,Aston Martin,DBS Superleggera,2021,5.2,715,664,3.2,"304,995",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/AstonMartinDB-S-1969-avant.jpg/640px-AstonMartinDB-S-1969-avant.jpg
125,Bentley,Continental GT,2021,6,626,664,3.6,"220,300",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
126,Audi,RS7,2022,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
127,Mercedes-Benz,SLS AMG,2021,6.2,622,468,3.7,"239,100",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
128,McLaren,570S,2021,3.8,562,443,3.1,"192,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
129,BMW,M2,2022,3,405,406,4,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
130,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"62,500",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
131,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"65,290",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
132,Ferrari,Portofino,2021,3.9,592,560,3.5,"219,750",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ferrari_Portofino_M_IMG_4351.jpg/640px-Ferrari_Portofino_M_IMG_4351.jpg
133,Porsche,Panamera Turbo S,2022,4,620,604,2.9,"187,700",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
134,Lamborghini,Urus,2021,4,641,627,3.6,"222,004",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
135,Mercedes-Benz,AMG C63,2021,4,469,479,3.8,"71,350",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
136,Aston Martin,Vantage,2021,4,503,505,3.6,"146,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
137,Audi,S5,2022,3,349,369,4.4,"52,500",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/2018_Audi_S5_TFSi_Quattro_Automatic_3.0_Front.jpg/640px-2018_Audi_S5_TFSi_Quattro_Automatic_3.0_Front.jpg
138,Porsche,Cayman,2022,2.5,365,309,4.5,"68,900",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
139,Lamborghini,Aventador,2021,6.5,730,507,2.8,"517,770",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
140,Ferrari,F8 Tributo,2022,3.9,710,568,2.9,"276,550",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg/640px-Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg
141,Audi,TT RS,2021,2.5,394,354,3.6,"67,600",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg/640px-2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg
142,McLaren,570S,2021,3.8,562,443,3.1,"192,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
143,BMW,Z4 M40i,2022,3,382,369,3.9,"63,700",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/2021_BMW_Z4_M40i_3.0.jpg/640px-2021_BMW_Z4_M40i_3.0.jpg
144,Mercedes-Benz,SLS AMG,2015,6.2,622,468,3.7,"221,580",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
145,Chevrolet,Camaro SS,2022,6.2,455,455,4.1,"44,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
146,Ford,Mustang Mach 1,2021,5,480,420,4,"51,720",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018_Ford_Mustang_GT_5.0.jpg/640px-2018_Ford_Mustang_GT_5.0.jpg
147,Nissan,370Z Nismo,2021,3.7,350,276,4.9,"45,790",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
148,Porsche,Panamera,2022,2.9,325,331,5.4,"88,550",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
149,Lamborghini,Urus,2021,4,641,627,3.5,"218,009",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
150,Ferrari,Roma,2021,3.9,612,561,3.3,"222,620",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/2021_Ferrari_Roma_in_Rosso_Fiorano%2C_front_right.jpg/640px-2021_Ferrari_Roma_in_Rosso_Fiorano%2C_front_right.jpg
151,Audi,RS 3,2022,2.5,401,369,3.6,"56,200",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
152,McLaren,GT,2021,4,612,465,3.2,"200,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
153,BMW,M2 CS,2022,3,444,406,3.8,"84,595",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
154,Mercedes-Benz,AMG C63,2021,4,503,516,3.8,"77,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
155,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"62,500",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
156,Acura,NSX,2021,3.5,573,476,2.7,"157,500",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/AcuraNSX-05-cropped.jpg/640px-AcuraNSX-05-cropped.jpg
157,Aston Martin,DB11,2022,4,503,513,3.7,"204,100",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg/640px-2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg
158,Bentley,Continental GT,2021,6,626,664,3.4,"220,300",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
159,Bugatti,Chiron,2021,8,1500,1180,2.4,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
160,Dodge,Viper,2017,8.4,645,600,3.3,"120,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/%22_14_Fiat-Chrysler_SRT_Viper_GTS_%28cropped%29.jpg/640px-%22_14_Fiat-Chrysler_SRT_Viper_GTS_%28cropped%29.jpg
161,Jaguar,F-Type,2022,3,380,339,4.9,"69,900",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
162,Koenigsegg,Jesko,2022,5,1600,1106,2.5,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg/640px-GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg
163,Lexus,LC 500,2022,5,471,398,4.4,"92,950",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
164,Lotus,Evora GT,2021,3.5,416,317,3.8,"105,950",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
165,Maserati,GranTurismo,2020,4.7,454,384,4.8,"150,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
166,McLaren,570S,2020,3.8,562,443,3.1,"204,550",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
167,Pagani,Huayra,2020,6,720,738,3,"2,700,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg/640px-Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg
168,Porsche,Cayman GT4,2022,4,414,309,4.2,"102,900",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
169,Rimac,C_Two,2022,N/A,1914,1696,1.9,"2,400,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rimac_Nevera.jpg/640px-Rimac_Nevera.jpg
170,Rolls-Royce,Wraith,2021,6.6,624,605,4.3,"330,000",/placeholder-car.jpg
171,Shelby,Cobra,1965,7,435,440,4.2,"1,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Shelby_AC_427_Cobra_vl_blue.jpg/640px-Shelby_AC_427_Cobra_vl_blue.jpg
172,Tesla,Model S Plaid,2021,N/A,1020,1050,1.98,"131,190",/placeholder-car.jpg
173,Toyota,GR Supra,2022,3,382,368,3.9,"43,090",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Toyota_Gazoo_Racing_stacked_logo.svg/250px-Toyota_Gazoo_Racing_stacked_logo.svg.png
174,TVR,Griffith,2022,5,500,479,3.8,"123,500",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/TVR_Griffith_-_Flickr_-_mick_-_Lumix.jpg/640px-TVR_Griffith_-_Flickr_-_mick_-_Lumix.jpg
175,W Motors,Lykan Hypersport,2015,3.7,780,708,2.8,"3,400,000",/placeholder-car.jpg
176,Porsche,718 Cayman,2021,2,300,280,4.5,"61,500",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg/640px-Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg
177,Lamborghini,Aventador SVJ,2021,6.5,770,531,2.8,"518,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
178,Ferrari,SF90 Stradale,2022,4,986,590,2.5,"507,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
179,Audi,RS 6,2021,4,591,590,3.5,"109,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
180,McLaren,GT,2021,4,612,465,3.1,"210,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
181,BMW,M2 CS,2022,3,444,406,3.8,"84,595",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
182,Mercedes-Benz,SLS AMG,2015,6.2,622,468,3.6,"228,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
183,Chevrolet,Camaro SS,2021,6.2,455,455,4,"42,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
184,Ford,GT,2022,3.5,660,550,2.8,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
185,Nissan,370Z Nismo,2021,3.7,350,276,5,"45,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
186,Porsche,Taycan,2021,Electric,750,774,2.6,"185,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2020_Porsche_Taycan_4S_79kWh_Front.jpg/640px-2020_Porsche_Taycan_4S_79kWh_Front.jpg
187,Lamborghini,Urus,2021,4,641,627,3.6,"222,004",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
188,Ferrari,F8 Tributo,2021,3.9,710,568,2.9,"276,550",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg/640px-Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg
189,Audi,RS 3,2022,2.5,401,354,3.5,"56,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
190,McLaren,570S,2021,3.8,562,443,3.1,"191,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
191,BMW,M5,2022,4.4,600,553,3.2,"104,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/BMW%2C_Techno_Classica_2018%2C_Essen_%28IMG_8995%29.jpg/640px-BMW%2C_Techno_Classica_2018%2C_Essen_%28IMG_8995%29.jpg
192,Mercedes-Benz,AMG C 63,2021,4,469,479,3.9,"69,900",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
193,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
194,Porsche,Taycan,2022,2,402,254,5.1,"81,250",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2020_Porsche_Taycan_4S_79kWh_Front.jpg/640px-2020_Porsche_Taycan_4S_79kWh_Front.jpg
195,Lamborghini,Aventador,2021,6.5,730,509,2.9,"517,700",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
196,Aston Martin,DBS Superleggera,2022,5.2,715,663,3.4,"330,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/AstonMartinDB-S-1969-avant.jpg/640px-AstonMartinDB-S-1969-avant.jpg
197,Audi,RS 6 Avant,2021,4,591,590,3.5,"109,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
198,McLaren,600LT,2021,3.8,592,457,2.8,"242,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
199,Mercedes-AMG,C 63 S Coupe,2022,4,503,516,3.7,"77,000",/placeholder-car.jpg
200,BMW,M4,2022,3,473,406,4.1,"72,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
201,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"62,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
202,Dodge,Challenger SRT Hellcat Redeye,2022,6.2,797,707,3.5,"76,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
203,Ford,GT,2022,3.5,660,550,2.9,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
204,Nissan,370Z,2021,3.7,332,270,4.9,"30,090",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
205,Porsche,Panamera,2022,2.9,325,332,5.3,"87,200",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
206,Lamborghini,Urus,2021,4,641,626,3.5,"218,000",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
207,Bugatti,Chiron,2021,8,1500,1180,2.3,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
208,Ferrari,F8 Tributo,2021,3.9,710,568,2.9,"274,280",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg/640px-Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg
209,Audi,RS 7,2021,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
210,McLaren,570S,2021,3.8,562,443,3.1,"191,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
211,Aston Martin,Vantage,2022,4,503,505,3.5,"142,086",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
212,Jaguar,F-Type,2022,5,575,516,3.5,"103,200",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
213,Porsche,Panamera Turbo S,2021,4,620,604,2.9,"177,700",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
214,Lamborghini,Aventador S,2021,6.5,729,509,2.9,"417,650",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
215,Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
216,Audi,RS7,2022,4,591,590,3.5,"115,045",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
217,McLaren,600LT,2021,3.8,592,457,2.9,"256,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
218,BMW,M2 Competition,2022,3,405,406,4,"59,895",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
219,Mercedes-Benz,S63 AMG,2021,4,603,664,3.4,"152,500",/placeholder-car.jpg
220,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,695",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
221,Dodge,Challenger SRT Hellcat,2022,6.2,717,656,3.5,"69,995",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
